ID,Name,Research output type,Title
2073782,"SHEARING, PAUL",Journal article,Intrinsic Mechanical Parameters and their Characterization in Solid‐State Lithium Batteries
2073905,"SHEARING, PAUL",Journal article,Laser scribed proton exchange membranes for enhanced fuel cell performance and stability
2074343,"SHEARING, PAUL",Journal article,In-situ Imaging and Analysis of Li-ion Electrode Drying and Mud Cracking with X-ray Micro-CT
2074344,"SHEARING, PAUL",Journal article,Investigating Low Temperature Degradation and Its Impact on the Performance and Safety of Lithium-Ion Batteries
2074345,"SHEARING, PAUL",Journal article,Shining Light on New Additives for Lithium Sulfur Batteries through Polysulfide Shuttle Tracking Operando Optical Fluorescence Microscopy
2074346,"SHEARING, PAUL",Journal article,Neutron Imaging to Study Electrolyte Dynamics in Lithium-Ion Batteries
2074347,"SHEARING, PAUL",Journal article,How Much Safer Are Solid State Cells? - Quantified Failure Analysis of Next-Generation Solid State Cells during Abuse Testing
2078140,"SHEARING, PAUL",Chapter,Zinc-air batteries
2078198,"SHEARING, PAUL",Journal article,O002 DECIPHERING THE ANATOMICAL AND FUNCTIONAL ORGANIZATION OF CARDIAC FIBERS IN THE PORCINE CERVICAL VAGUS NERVE FOR SPATIALLY SELECTIVE CARDIAC EFFERENT NEUROMODULATION
2078199,"SHEARING, PAUL",Journal article,Operando Bragg Coherent Diffraction Imaging of Commercial Polycrystalline and Single Crystal NMC811 Electrodes
2078200,"SHEARING, PAUL",Preprint,High-areal-capacity Na-ion battery electrode with uncompromised energy and power densities by simultaneous electrospinning-spraying fabrication
2078201,"SHEARING, PAUL",Journal article,"A Direct Comparison of a Power and an Energy-Optimized Li-Ion Pouch Cell: Characterization, Ageing and Modelling"
2078202,"SHEARING, PAUL",Journal article,A comparison of stitching techniques to reconstruct large volume x-ray tomography of batteries
2078203,"SHEARING, PAUL",Journal article,Understanding the Drying Process and Mud Cracking of Li-Ion Battery Electrodes through Synchrotron X-Ray Computed Tomography
2078204,"SHEARING, PAUL",Journal article,Post-Mortem Analysis of a Commercial Li-Ion Pouch Cell and the Effects of Aging on Overall Battery State of Health (SOH)
2078205,"SHEARING, PAUL",Journal article,Nonuniform Compensation of the Current Density Distribution in the Polymer Electrolyte Fuel Cell Using Local Heating
2078206,"SHEARING, PAUL",Journal article,(Invited) Benchmarking and Predicting the Risks of Commercial Li-Ion Cells Undergoing Thermal Runaway
2078207,"SHEARING, PAUL",Journal article,Crack Hysteresis Phenomena in Polycrystalline NMC811 Secondary Particles
2078208,"SHEARING, PAUL",Journal article,Electrochemical Recovery of Lithium-Ion Battery Materials from Molten Salts: Microstructural Characterisation Using X-Ray Imaging
2078209,"SHEARING, PAUL",Journal article,Bio‐Inspired Polyanionic Electrolytes for Highly Stable Zinc‐Ion Batteries
2078220,"SHEARING, PAUL",Preprint,Human vagus nerve fascicular anatomy: a microCT segmentation and histological study
2078221,"SHEARING, PAUL",Preprint,Silicon-based Solid-State Batteries: Electrochemistry and Mechanics to Guide Design and Operation
2078222,"SHEARING, PAUL",Journal article,Enabling intercalation‐type TiNb24O62 anode for sodium‐ and potassium‐ion batteries via a synergetic strategy of oxygen vacancy and carbon incorporation
2078223,"SHEARING, PAUL",Preprint,Evaluating 3D printed bioseparation structures using multi-length scale tomography
2078228,"SHEARING, PAUL",Preprint,An Image Based 3D Modelling Framework for Li-S Batteries
2078229,"SHEARING, PAUL",Chapter,"Sodium‐Ion Batteries: Aging, Degradation, Failure Mechanisms and Safety"
2078230,"SHEARING, PAUL",Journal article,Linking Thermal Runaway and Cycling Degradation of Lithium-Ion Batteries Using Multi-Scale X-Ray Imaging
2078231,"SHEARING, PAUL",Preprint,Electrolyte Additive Concentration Influenced Competition between Electrochemical Reactions in the All-Vanadium Redox Flow Battery
2078232,"SHEARING, PAUL",Preprint,An Image Based 3D Modelling Framework for Li-S Batteries
2078233,"SHEARING, PAUL",Preprint,An Image Based 3D Modelling Framework for Li-S Batteries
2078235,"SHEARING, PAUL",Journal article,Recovery of Cobalt from Lithium-Ion Batteries Using Fluidised Cathode Molten Salt Electrolysis
2078236,"SHEARING, PAUL",Journal article,"Prevention, Mitigation and Correlative Acoustic Spectroscopy of Lithium-Ion Battery Thermal Runaway"
2078242,"SHEARING, PAUL",Journal article,Electrode Drying Metrology Via Light Microscopy with Supporting Techniques
2078243,"SHEARING, PAUL",Journal article,In-Situ/Operando X-Ray CT Characterisation of Lithium-Ion Pouch Cells during Thermal Failure
2078244,"SHEARING, PAUL",Journal article,Nano Tomography of High Voltage Induced First Cycle Cracking in NMC811
2078245,"SHEARING, PAUL",Journal article,(Digital Presentation) Understanding the Impact of High-Nickel Cathode Microstructure on Battery Safety and Cycling Performance
2078246,"SHEARING, PAUL",Journal article,Understanding the Degradation Mechanisms of Lithium Ion Batteries Using in-Situ Multi-Scale Diffraction Techniques
2078247,"SHEARING, PAUL",Journal article,Characterisation of Anode Morphology Evolution in Zinc-Air Batteries
2078248,"SHEARING, PAUL",Preprint,Mapping internal temperatures during high-rate battery applications
2078249,"SHEARING, PAUL",Preprint,Towards Optimised Cell Design of Thin Film Silicon-Based Solid-State Batteries via Modelling and Experimental Characterisation
2078250,"SHEARING, PAUL",Preprint,Insights into In-Situ Catalytic Degradation of Plastic Wastes Over Zeolite-Based Catalyst from Perspective of Three-Dimensional Pore Structure Evolution
2078251,"SHEARING, PAUL",Chapter,Mesoporous Carbon for Supercapacitors
2078252,"SHEARING, PAUL",Journal article,Fascicular Organisation and Neuroanatomy of the Porcine and Human Vagus Nerves: Allowing for Spatially Selective Vagus Nerve Stimulation
2078253,"SHEARING, PAUL",Preprint,Exploring the Influence of Porosity and Thickness on Lithium-Ion Battery Electrodes Using an Image-Based Model
2078254,"SHEARING, PAUL",Preprint,Correlative Electrochemical Acoustic Time-of-Flight Spectroscopy and X-Ray Imaging to Monitor the Performance of Single-Crystal and Polycrystalline Nmc811/Gr Lithium-Ion Batteries
2078255,"SHEARING, PAUL",Preprint,Precisely Visit the Performance Modulation of Functionalized Separator in Li-S Batteries <i>via</i> Consecutive Multiscale Analysis
2078256,"SHEARING, PAUL",Preprint,Motion-Enhancement Assisted DIC Analysis of Li-Ion Batteries During Lithiation
2078257,"SHEARING, PAUL",Chapter,Biowaste-Derived Components for Zn–Air Battery
2078258,"SHEARING, PAUL",Preprint,Organotopic Organization of the Cervical Vagus Nerve
2078259,"SHEARING, PAUL",Preprint,Time-dependent Role of Bisphosphonates on Atherosclerotic Plaque Calcification
2078260,"SHEARING, PAUL",Preprint,Lithium-Sulfur Battery Diagnostics Through Distribution of Relaxation Times Analysis
2078261,"SHEARING, PAUL",Preprint,Quantitative spatiotemporal mapping of thermal runaway propagation rates in lithium-ion cells using cross-correlated Gabor filtering
2078262,"SHEARING, PAUL",Preprint,Quantitative spatiotemporal mapping of thermal runaway propagation rates in lithium-ion cells using cross-correlated Gabor filtering
2078263,"SHEARING, PAUL",Journal article,Multi-Length Scale X-Ray CT and Thermal Analysis for Battery Safety Assessment
2078264,"SHEARING, PAUL",Preprint,Epidermal Growth Factor Receptor Inhibition Prevents Caveolin-1-dependent Calcifying Extracellular Vesicle Biogenesis
2078265,"SHEARING, PAUL",Preprint,Degradation Mapping of Polymer Electrolyte Fuel Cells During Start-Up/Shutdown Cycling
2078266,"SHEARING, PAUL",Journal article,High‐Density Lignin‐Derived Carbon Nanofiber Supercapacitors with Enhanced Volumetric Energy Density (Adv. Sci. 17/2021)
2078267,"SHEARING, PAUL",Preprint,Degradation of Layered Oxide Cathode in a Sodium Battery: A Detailed Investigation by X-Ray Tomography at the Nanoscale
2078268,"SHEARING, PAUL",Journal article,Cover Picture: Developments in Dilatometry for Characterisation of Electrochemical Devices (Batteries & Supercaps 9/2021)
2078269,"SHEARING, PAUL",Journal article,O perando lab-Based X-Ray Computed Tomography of Zn-Air Batteries
2078270,"SHEARING, PAUL",Preprint,<i>In-Situ</i> Ultrasound Acoustic Measurement of the Lithium-Ion Battery Electrode Drying Process
2078271,"SHEARING, PAUL",Journal article,Developments in Dilatometry for Characterisation of Electrochemical Devices
2078272,"SHEARING, PAUL",Journal article,Current Imbalance in Parallel Battery Strings Measured Using a Hall‐Effect Sensor Array
2078273,"SHEARING, PAUL",Journal article,Multivalent Ion Batteries: Cathode Design for Aqueous Rechargeable Multivalent Ion Batteries: Challenges and Opportunities (Adv. Funct. Mater. 13/2021)
2078274,"SHEARING, PAUL",Preprint,High-resolution imaging of depth filter structures using X-ray computed tomography
2078275,"SHEARING, PAUL",Journal article,Acoustic Emission Analysis of Polymer Electrolyte Membrane Fuel Cells
2078276,"SHEARING, PAUL",Journal article,Nature-Inspired Flow-Fields and Water Management for PEM Fuel Cells
2078277,"SHEARING, PAUL",Journal article,A Dilatometric Study of Graphite Electrodes during Cycling with X-Ray Computed Tomography
2078278,"SHEARING, PAUL",Journal article,Multi-Length Scale Analysis of Individual NMC811 Particle Degradation Using X-Ray Computed Tomography
2078279,"SHEARING, PAUL",Preprint,"Disentangling water, ion and polymer dynamics in an anion exchange membrane"
2078281,"SHEARING, PAUL",Preprint,Imaging fascicular organization of peripheral nerves with fast neural Electrical Impedance Tomography (EIT)
2078289,"SHEARING, PAUL",Preprint,ZIF-8 Derived Hollow Carbon for Efficient Adsorption of Antibiotics
2078333,"SHEARING, PAUL",Preprint,MicroCT optimisation for imaging fascicular anatomy in peripheral nerves
2079559,"SHEARING, PAUL",Journal article,An Assessment of Blended Short Loop Recycled Graphite Electrodes Using X‐Ray Micro‐Computed Tomography
2084008,"SHEARING, PAUL",Journal article,Toward zero-excess lithium sulfur batteries: a systematic cell parameter study
2086040,"SHEARING, PAUL",Journal article,Key considerations for cell selection in electric vertical take off and landing vehicles: a perspective
2090923,"SHEARING, PAUL",Journal article,Supercapacitor safety: Temperature driven instability and failure of electrochemical double layer capacitors
2092781,"SHEARING, PAUL",Journal article,Bridging the Gap between Microstructurally Resolved Computed Tomography-Based and Homogenised Doyle-Fuller-Newman Models for Lithium-Ion Batteries
2094880,"SHEARING, PAUL",Journal article,Operando phase transition mapping of the negative electrode of a Li-ion 18650 battery at high C-rates through fast synchrotron XRD-CT measurements
2094881,"SHEARING, PAUL",Journal article,Structural Evolution of Silicon Nitride Anodes during Electrochemical Lithiation
2096530,"SHEARING, PAUL",Journal article,"X-ray computed laminography: A brief review of mechanisms, reconstruction, applications and perspectives"
2101050,"SHEARING, PAUL",Journal article,Non-linear cracking response to voltage revealed by operando X-ray tomography in polycrystalline NMC811
2104171,"SHEARING, PAUL",Chapter,Lithium Batteries – Lithium Secondary Batteries – Li-ion Battery
2104172,"SHEARING, PAUL",Chapter,Battery Types – Lithium Batteries – Lithium Battery Safety
2104173,"SHEARING, PAUL",Chapter,"Sodium-Ion Batteries: Aging, Degradation, Failure Mechanisms and Safety"
2118009,"SHEARING, PAUL",Journal article,Decoupling Membrane Electrode Assembly Materials Complexity from Fuel Cell Performance through Image‐Based Multiphase and Multiphysics Modelling
2120501,"SHEARING, PAUL",Journal article,Crystal Shape Factors of Form I Paracetamol.
1665954,"FENG, SIYU",Journal article,Do market-based environmental policies encourage innovation in energy storage?
2073719,"FENG, SIYU",Journal article,Energy storage and clean energy transitions
2084838,"FENG, SIYU",Journal article,Innovation trends in electricity storage: What drives global innovation?
2018339,"STEMMLER, JOSEPH A",Journal article,Policy support for BECCS and DACCS in Europe: the view of market participants
1988901,"SUTTON, Millicent M",Report,What do we need to know to safely store CO2 beneath our shelf seas? Stakeholder workshop report
